1671324564203,50.8285188,-0.1403546,71.30000305175781,50.8285188,-0.1403546,71.30000305175781,NaN,NaN,NaN,NA,NA,
1671324565261,50.8285188,-0.1403546,71.30000305175781,50.8285188,-0.1403546,71.30000305175781,NaN,NaN,NaN,NA,NA,
1671324565952,50.8285188,-0.1403546,71.30000305175781,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324567060,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324568118,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324569194,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324570254,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324571324,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324572380,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324573445,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324574523,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324575581,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324576663,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324577716,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324578775,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324579854,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324580910,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324582001,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324583063,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324584120,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324585188,50.8303568,-0.1392142,75.5,50.830356800000004,-0.13921420000000004,75.5,0.0,90.0,57.29577951308232,NA,Stationary,
1671324586024,50.8303568,-0.1392142,75.5,50.83037392675321,-0.13869513683492027,72.5999984741211,0.0,87.01741162617026,49.621461241580654,NA,VehicleMotion,
1671324587122,50.8303882,-0.138693,72.5999984741211,50.830374145778876,-0.13868055087314393,72.5999984741211,1.6453727126457571,87.01741162617026,49.65452871692392,NA,VehicleMotion,
1671324588175,50.8303882,-0.138693,72.5999984741211,50.83037433725584,-0.13867198076668633,72.5999984741211,3.4722064844295657,87.01741162617026,49.68096685029396,NA,OnFoot,
1671324589263,50.8303882,-0.138693,72.5999984741211,50.83037449035552,-0.1386661479059251,72.5999984741211,5.228266624049164,88.64133991809842,49.71399474524422,NA,OnFoot,
1671324590323,50.8303882,-0.138693,72.5999984741211,50.8303746825985,-0.13865407354656756,72.5999984741211,6.832630117164218,88.64133991810775,49.740401271102634,NA,OnFoot,
1671324591402,50.8303882,-0.138693,72.5999984741211,50.83037489709108,-0.13863989609806043,72.5999984741211,8.474676949477148,88.64133991812605,49.77338972744913,NA,OnFoot,
1671324592460,50.8303882,-0.138693,72.5999984741211,50.830374948107405,-0.1386394028071467,72.5999984741211,9.818382037636207,88.64133991814492,49.79976475888716,NA,OnFoot,
1671324593521,50.8303882,-0.138693,72.5999984741211,50.83037519313079,-0.13862249663951973,72.5999984741211,11.4113875156607,88.64133991815072,49.82941998212947,NA,OnFoot,
1671324594603,50.8303882,-0.138693,72.5999984741211,50.83037541087938,-0.13860740511200204,72.5999984741211,12.766636338003782,88.6413399181506,49.86234954457758,NA,OnFoot,
