,0,1,2,3,4,5,6,7,8,9,10,11,12,indoorGPS X,indoorGPS Y
0,1672962789531,50.8112059,-0.1041857,60.900001525878906,50.8112492,-0.1039607,60.900001525878906,,,,,,,0.162,1.555
1,1672962790401,50.8112059,-0.1041857,60.900001525878906,50.8112493,-0.103981,60.900001525878906,0.0,90.0,57.29577951308232,,Stationary,,0.335,1.844
2,1672962791456,50.8112493,-0.103981,63.91869953142181,50.8112493,-0.103981,60.900001525878906,0.0,90.0,57.29577951308232,,Stationary,,0.68,1.944
3,1672962792530,50.8112493,-0.103981,63.91869953142181,50.8112493,-0.103981,60.900001525878906,0.0,90.0,57.29577951308232,,Stationary,,0.956,1.886
4,1672962793163,50.8112493,-0.103981,63.91869953142181,50.811215696021605,-0.1041750761624829,59.93646240234375,0.0,254.7151221705284,49.174045603120526,,VehicleMotion,,1.043,1.73
5,1672962794183,50.8111945,-0.1041963,63.960956430855056,50.811194137883454,-0.1042119892254831,63.4757080078125,1.2333413891886118,274.8308515243431,42.92530706877802,,Stationary,,1.336,1.464
6,1672962795171,50.8111877,-0.1042363,63.28274317694971,50.81118008484012,-0.1043113524917468,62.0306396484375,1.2333413891886118,278.3646460471374,39.36151799252557,,Stationary,,1.445,1.098
7,1672962796156,50.8111809,-0.1042867,64.01293294455947,50.81117359033817,-0.1043411330074748,61.4722900390625,1.2333413891886118,271.4626985596168,36.61921452598727,,Stationary,,1.621,0.817
8,1672962797170,50.8111752,-0.1043254,60.900001525878906,50.8111687439959,-0.1043682637681687,62.470703125,1.2333413891886118,273.6605548636448,18.98477793081548,,Stationary,,1.676,0.543
9,1672962798183,50.8111715,-0.104354,60.900001525878906,50.81116947278623,-0.104398606218456,62.78057861328125,1.2333413891886118,286.6627338777758,18.7362164562383,,Stationary,,1.638,0.196
10,1672962799165,50.8111678,-0.1043791,60.900001525878906,50.81117038886893,-0.1044161299266746,63.23516845703125,1.2333413891886118,275.4611287544699,14.354614216775628,,Stationary,,1.393,0.079
